QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
6008604X,NOCN Level 3 Diploma in Site Carpentry (Construction) ,NOCN,Level 3,Vocationally-Related Qualification,Building and construction,True,True,916,1230,False,True,False,True,AdvancedLearnerLoans,2016/08/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
60086154,NOCN Level 2 Diploma in Dry Lining (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,397,490,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086154,NOCN Level 2 Diploma in Dry Lining (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,397,490,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086221,NOCN Level 1 Diploma in Construction and Civil Engineering Services,NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,387,430,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086221,NOCN Level 1 Diploma in Construction and Civil Engineering Services,NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,387,430,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086257,NOCN Level 2 Diploma in Stonemasonry - Banker (Construction) ,NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,653,810,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086257,NOCN Level 2 Diploma in Stonemasonry - Banker (Construction) ,NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,653,810,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086257,NOCN Level 2 Diploma in Stonemasonry - Banker (Construction) ,NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,653,810,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086270,NOCN Level 2 Diploma in Floorcovering – Textile and Impervious (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,597,740,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086270,NOCN Level 2 Diploma in Floorcovering – Textile and Impervious (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,597,740,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086282,NOCN Level 2 Diploma in Highways Maintenance – Excavation Operations (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,589,730,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086282,NOCN Level 2 Diploma in Highways Maintenance – Excavation Operations (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,589,730,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086300,NOCN Level 1 Certificate in Building Crafts Occupations (Construction),NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,243,270,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086300,NOCN Level 1 Certificate in Building Crafts Occupations (Construction),NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,243,270,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086300,NOCN Level 1 Certificate in Building Crafts Occupations (Construction),NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,243,270,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086324,VTCT Skills Level 2 Diploma in Sports Studies,VTCT Skills,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,330,550,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086324,VTCT Skills Level 2 Diploma in Sports Studies,VTCT Skills,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,330,550,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086361,OCNLR Entry Level Certificate in Progression (Entry 3),OCN London,Entry Level,Other Vocational Qualification,Foundations for learning and life,True,True,105,150,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086361,OCNLR Entry Level Certificate in Progression (Entry 3),OCN London,Entry Level,Other Vocational Qualification,Foundations for learning and life,True,True,105,150,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086361,OCNLR Entry Level Certificate in Progression (Entry 3),OCN London,Entry Level,Other Vocational Qualification,Foundations for learning and life,True,True,105,150,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086385,Laser Level 1 Award for Getting Into Employment,Laser Learning Awards,Level 1,Other Life Skills Qualification,Preparation for work,True,True,30,50,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086415,IBO Level 3 Certificate in Extended Essay,International Baccalaureate Organisation,Level 3,Other General Qualification,Foundations for learning and life,True,True,95,435,False,True,False,False,Age1619,2013/04/01,Extended,Extended,,2034/12/31,,2027/07/31,2028/07/31,
60086567,Laser Level 2 Award for Getting Into Employment,Laser Learning Awards,Level 2,Other Life Skills Qualification,Preparation for work,True,True,30,50,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086579,OCNLR Level 1 Award in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,41,60,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086579,OCNLR Level 1 Award in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,41,60,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086579,OCNLR Level 1 Award in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,41,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086609,VTCT Skills Level 2 Diploma in Beauty Therapy Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,345,400,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086609,VTCT Skills Level 2 Diploma in Beauty Therapy Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,345,400,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086646,VTCT Skills Level 3 Certificate in Beauty Therapy Studies (Massage),VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,306,350,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086646,VTCT Skills Level 3 Certificate in Beauty Therapy Studies (Massage),VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,306,350,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086646,VTCT Skills Level 3 Certificate in Beauty Therapy Studies (Massage),VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,306,350,False,True,False,True,AdvancedLearnerLoans,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086671,City & Guilds Level 5 Diploma For Assistant Practitioners in Healthcare,City & Guilds Limited,Level 5,Vocationally-Related Qualification,Health and social care,True,True,817,1200,False,False,False,True,AdvancedLearnerLoans,2016/08/01,Excluded,Excluded,Funding Approval End Date is before the Threshold; Operating End Date is before the Threshold,2025/12/31,2026/12/31,2026/12/31,2026/12/31,
60086695,SEG Awards Level 1 Certificate in Skills for Further Learning and Employment,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,183,210,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086701,SEG Awards Entry Level Certificate in Skills for Further Learning and Employment (Entry 3),Skills and Education Group Awards,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,150,150,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086798,OCNLR Level 1 Certificate in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,141,210,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086798,OCNLR Level 1 Certificate in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,141,210,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086798,OCNLR Level 1 Certificate in Progression ,OCN London,Level 1,Other Vocational Qualification,Foundations for learning and life,True,True,141,210,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087067,VTCT Skills Level 2 Diploma in Hairdressing Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,361,420,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087067,VTCT Skills Level 2 Diploma in Hairdressing Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,361,420,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087079,VTCT Skills Level 2 Diploma in Barbering Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,345,400,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087079,VTCT Skills Level 2 Diploma in Barbering Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,345,400,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087365,FDQ  Level 2 Certificate For Proficiency in Food Team Leading,FDQ Limited,Level 2,Occupational Qualification,Manufacturing technologies,True,True,136,270,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087365,FDQ  Level 2 Certificate For Proficiency in Food Team Leading,FDQ Limited,Level 2,Occupational Qualification,Manufacturing technologies,True,True,136,270,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087572,OCNLR Level 2 Award in Progression ,OCN London,Level 2,Other Vocational Qualification,Foundations for learning and life,True,True,59,90,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087572,OCNLR Level 2 Award in Progression ,OCN London,Level 2,Other Vocational Qualification,Foundations for learning and life,True,True,59,90,True,True,False,True,Age1416,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087572,OCNLR Level 2 Award in Progression ,OCN London,Level 2,Other Vocational Qualification,Foundations for learning and life,True,True,59,90,True,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087602,VTCT Skills Level 2 Diploma in Hair and Media Make-Up Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,277,380,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087602,VTCT Skills Level 2 Diploma in Hair and Media Make-Up Studies,VTCT Skills,Level 2,Occupational Qualification,Service enterprises,True,True,277,380,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087614,"VTCT Skills Level 3 Diploma in Fashion, Theatre and Media Hair and Make-Up Studies",VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,333,450,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087614,"VTCT Skills Level 3 Diploma in Fashion, Theatre and Media Hair and Make-Up Studies",VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,333,450,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087614,"VTCT Skills Level 3 Diploma in Fashion, Theatre and Media Hair and Make-Up Studies",VTCT Skills,Level 3,Occupational Qualification,Service enterprises,True,True,333,450,False,True,False,True,AdvancedLearnerLoans,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087651,IAO Level 2 Certificate In the Principles of the Prevention and Control of Infection in Health Care settings,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,111,150,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087651,IAO Level 2 Certificate In the Principles of the Prevention and Control of Infection in Health Care settings,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,111,150,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008778X,City & Guilds Level 1 Diploma In Painting and Decorating ,City & Guilds Limited,Level 1,Vocationally-Related Qualification,Building and construction,True,True,402,410,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008778X,City & Guilds Level 1 Diploma In Painting and Decorating ,City & Guilds Limited,Level 1,Vocationally-Related Qualification,Building and construction,True,True,402,410,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087791,NOCN Level 2 Diploma in Fitted Interiors (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,445,550,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60087791,NOCN Level 2 Diploma in Fitted Interiors (Construction),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,445,550,False,True,False,True,Age1619,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60088035,NOCN Level 1 Award in Building Crafts (Fixtures and Fittings) (Construction),NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,72,80,True,True,False,True,Age1416,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60088989,Laser Level 1 Certificate for Getting Into Employment,Laser Learning Awards,Level 1,Other Life Skills Qualification,Preparation for work,True,True,78,130,True,True,False,True,Age1416,2013/05/01,Extended,Extended,,,,2027/07/31,2028/07/31,
